,gene_id,gene_name,gene_type,unstranded,stranded_first,stranded_second,tpm_unstranded,fpkm_unstranded,fpkm_uq_unstranded,class
4,ENSG00000000003.15,TSPAN6,protein_coding,5175,2582,2594,58.4397,16.4625,16.065,0
5,ENSG00000000005.6,TNMD,protein_coding,85,52,33,2.9499,0.831,0.8109,0
6,ENSG00000000419.13,DPM1,protein_coding,2406,1194,1212,102.1078,28.7639,28.0692,0
7,ENSG00000000457.14,SCYL3,protein_coding,2222,1629,1631,16.5362,4.6583,4.5458,0
8,ENSG00000000460.17,C1orf112,protein_coding,476,808,782,4.0842,1.1505,1.1227,0
9,ENSG00000000938.13,FGR,protein_coding,452,227,225,6.846,1.9285,1.8819,0
10,ENSG00000000971.16,CFH,protein_coding,4100,2040,2060,26.3179,7.4138,7.2347,0
11,ENSG00000001036.14,FUCA2,protein_coding,2401,1992,2000,43.5818,12.2771,11.9806,0
12,ENSG00000001084.13,GCLC,protein_coding,2995,1990,1993,17.8017,5.0148,4.8936,0
13,ENSG00000001167.14,NFYA,protein_coding,3373,1846,1920,45.3365,12.7713,12.4629,0
14,ENSG00000001460.18,STPG1,protein_coding,944,556,499,5.6815,1.6005,1.5618,0
15,ENSG00000001461.17,NIPAL3,protein_coding,4738,2379,2470,25.8299,7.2763,7.1006,0
16,ENSG00000001497.18,LAS1L,protein_coding,3758,1900,1862,15.3324,4.3192,4.2149,0
17,ENSG00000001561.7,ENPP4,protein_coding,1759,888,871,19.4019,5.4655,5.3335,0
18,ENSG00000001617.12,SEMA3F,protein_coding,5839,2951,2889,61.9757,17.4586,17.037,0
19,ENSG00000001626.16,CFTR,protein_coding,51,17,34,0.2628,0.074,0.0722,0
20,ENSG00000001629.10,ANKIB1,protein_coding,5886,2912,2993,40.8042,11.4946,11.217,0
21,ENSG00000001630.17,CYP51A1,protein_coding,334,168,174,4.848,1.3657,1.3327,0
22,ENSG00000001631.16,KRIT1,protein_coding,451,236,232,3.7237,1.049,1.0236,0
23,ENSG00000002016.18,RAD52,protein_coding,815,413,402,9.271,2.6116,2.5486,0
24,ENSG00000002079.14,MYH16,transcribed_unitary_pseudogene,7,5,2,0.0569,0.016,0.0156,0
25,ENSG00000002330.14,BAD,protein_coding,621,1242,1269,18.6241,5.2464,5.1197,0
26,ENSG00000002549.12,LAP3,protein_coding,6115,3105,3010,82.7563,23.3125,22.7496,0
27,ENSG00000002586.20,CD99,protein_coding,6569,3078,3492,69.2647,19.512,19.0408,0
28,ENSG00000002586.20_PAR_Y,CD99,protein_coding,0,0,0,0.0,0.0,0.0,0
29,ENSG00000002587.10,HS3ST1,protein_coding,369,175,194,2.5422,0.7162,0.6989,0
30,ENSG00000002726.21,AOC1,protein_coding,9,3,6,0.1218,0.0343,0.0335,0
31,ENSG00000002745.13,WNT16,protein_coding,4,2,2,0.0628,0.0177,0.0173,0
32,ENSG00000002746.15,HECW1,protein_coding,111,69,59,0.408,0.1149,0.1122,0
33,ENSG00000002822.15,MAD1L1,protein_coding,14,11,4,0.0992,0.0279,0.0273,0
34,ENSG00000002834.18,LASP1,protein_coding,28864,17320,17299,209.3923,58.9861,57.5616,0
35,ENSG00000002919.15,SNX11,protein_coding,2305,1205,1100,28.5677,8.0476,7.8532,0
36,ENSG00000002933.9,TMEM176A,protein_coding,3149,1566,1589,46.3915,13.0685,12.7529,0
37,ENSG00000003056.8,M6PR,protein_coding,5073,3226,3160,72.4847,20.419,19.9259,0
38,ENSG00000003096.14,KLHL13,protein_coding,17428,8871,8557,127.8427,36.0134,35.1437,0
39,ENSG00000003137.8,CYP26B1,protein_coding,588,301,287,6.0059,1.6919,1.651,0
40,ENSG00000003147.19,ICA1,protein_coding,3715,2172,2100,38.9711,10.9782,10.7131,0
41,ENSG00000003249.15,DBNDD1,protein_coding,3846,1938,1949,44.152,12.4377,12.1373,0
42,ENSG00000003393.15,ALS2,protein_coding,2818,1376,1442,13.8291,3.8957,3.8016,0
43,ENSG00000003400.15,CASP10,protein_coding,721,368,353,4.8717,1.3724,1.3392,0
44,ENSG00000003402.20,CFLAR,protein_coding,8766,4791,4893,19.9754,5.6271,5.4912,0
45,ENSG00000003436.16,TFPI,protein_coding,1817,979,964,7.9455,2.2383,2.1842,0
46,ENSG00000003509.16,NDUFAF7,protein_coding,916,654,593,12.8515,3.6203,3.5329,0
47,ENSG00000003756.17,RBM5,protein_coding,5440,3737,3694,26.9051,7.5792,7.3962,0
48,ENSG00000003987.14,MTMR7,protein_coding,139,334,371,1.0277,0.2895,0.2825,0
49,ENSG00000003989.18,SLC7A2,protein_coding,31785,16084,15701,205.9637,58.0202,56.6191,0
50,ENSG00000004059.11,ARF5,protein_coding,5367,2696,2731,150.6396,42.4353,41.4106,0
51,ENSG00000004139.14,SARM1,protein_coding,424,1894,1853,1.9558,0.5509,0.5376,0
52,ENSG00000004142.12,POLDIP2,protein_coding,8998,5149,5073,172.6256,48.6288,47.4545,0
53,ENSG00000004399.13,PLXND1,protein_coding,5224,2565,2659,27.9996,7.8875,7.697,0
54,ENSG00000004455.17,AK2,protein_coding,8615,4504,4166,45.8485,12.9156,12.6037,0
55,ENSG00000004468.13,CD38,protein_coding,56,30,26,0.4183,0.1178,0.115,0
56,ENSG00000004478.8,FKBP4,protein_coding,23318,15297,15033,231.3447,65.1701,63.5963,0
57,ENSG00000004487.17,KDM1A,protein_coding,7124,3499,3625,67.0804,18.8966,18.4403,0
58,ENSG00000004534.15,RBM6,protein_coding,5819,2952,2871,40.8372,11.5039,11.2261,0
59,ENSG00000004660.15,CAMKK1,protein_coding,923,484,439,6.3607,1.7918,1.7486,0
60,ENSG00000004700.16,RECQL,protein_coding,1864,1776,1814,25.2662,7.1175,6.9456,0
61,ENSG00000004766.17,VPS50,protein_coding,3263,1634,1629,17.4854,4.9257,4.8067,0
62,ENSG00000004776.13,HSPB6,protein_coding,144,533,497,4.2785,1.2053,1.1762,0
63,ENSG00000004777.18,ARHGAP33,protein_coding,624,376,321,6.0767,1.7118,1.6705,0
64,ENSG00000004779.10,NDUFAB1,protein_coding,2425,1242,1183,80.2438,22.6048,22.0589,0
65,ENSG00000004799.8,PDK4,protein_coding,20388,9917,10471,229.83,64.7434,63.1799,0
66,ENSG00000004809.14,SLC22A16,protein_coding,20,6,14,0.2622,0.0739,0.0721,0
67,ENSG00000004838.14,ZMYND10,protein_coding,624,390,372,11.0639,3.1167,3.0414,0
68,ENSG00000004846.16,ABCB5,protein_coding,59,26,33,0.3265,0.092,0.0897,0
69,ENSG00000004848.8,ARX,protein_coding,87,44,43,1.4311,0.4031,0.3934,0
70,ENSG00000004864.14,SLC25A13,protein_coding,2950,1486,1464,40.7304,11.4738,11.1967,0
71,ENSG00000004866.22,ST7,protein_coding,1661,930,998,13.0375,3.6727,3.584,0
72,ENSG00000004897.12,CDC27,protein_coding,5130,2774,2651,38.5078,10.8477,10.5857,0
73,ENSG00000004939.15,SLC4A1,protein_coding,5,2,3,0.05,0.0141,0.0137,0
74,ENSG00000004948.16,CALCR,protein_coding,57,32,25,0.6916,0.1948,0.1901,0
75,ENSG00000004961.15,HCCS,protein_coding,1445,712,733,31.5912,8.8993,8.6844,0
76,ENSG00000004975.12,DVL2,protein_coding,2698,1331,1370,25.9728,7.3166,7.1399,0
77,ENSG00000005001.10,PRSS22,protein_coding,495,268,252,10.6358,2.9961,2.9238,0
78,ENSG00000005007.13,UPF1,protein_coding,11028,5556,5472,65.8923,18.5619,18.1137,0
79,ENSG00000005020.13,SKAP2,protein_coding,3221,1574,1647,30.7762,8.6697,8.4603,0
80,ENSG00000005022.6,SLC25A5,protein_coding,17513,10169,10203,576.9001,162.5134,158.5888,0
81,ENSG00000005059.16,MCUB,protein_coding,593,310,303,8.5445,2.407,2.3489,0
82,ENSG00000005073.6,HOXA11,protein_coding,14,8,7,0.2687,0.0757,0.0739,0
83,ENSG00000005075.15,POLR2J,protein_coding,1426,719,733,53.9077,15.1859,14.8191,0
84,ENSG00000005100.13,DHX33,protein_coding,2711,1356,1355,23.9881,6.7575,6.5943,0
85,ENSG00000005102.14,MEOX1,protein_coding,500,238,262,9.5781,2.6982,2.633,0
86,ENSG00000005108.16,THSD7A,protein_coding,370,202,195,1.7354,0.4889,0.4771,0
87,ENSG00000005156.12,LIG3,protein_coding,3366,2454,2404,13.3648,3.7649,3.6739,0
88,ENSG00000005175.10,RPAP3,protein_coding,2839,1410,1429,27.182,7.6572,7.4723,0
89,ENSG00000005187.12,ACSM3,protein_coding,987,845,838,6.7321,1.8964,1.8506,0
90,ENSG00000005189.20,REXO5,protein_coding,543,297,292,6.7659,1.9059,1.8599,0
91,ENSG00000005194.15,CIAPIN1,protein_coding,2605,1276,1330,39.4436,11.1113,10.843,0
92,ENSG00000005206.17,SPPL2B,protein_coding,1898,969,931,13.1045,3.6916,3.6024,0
93,ENSG00000005238.20,FAM214B,protein_coding,1376,677,699,11.0563,3.1146,3.0393,0
94,ENSG00000005243.10,COPZ2,protein_coding,611,302,309,16.7726,4.7249,4.6108,0
95,ENSG00000005249.13,PRKAR2B,protein_coding,5967,3037,2930,71.7155,20.2023,19.7145,0
96,ENSG00000005302.19,MSL3,protein_coding,1827,946,882,9.5691,2.6956,2.6305,0
97,ENSG00000005339.15,CREBBP,protein_coding,10472,5217,5257,34.6543,9.7622,9.5264,0
98,ENSG00000005379.17,TSPOAP1,protein_coding,1432,719,716,6.4406,1.8143,1.7705,0
99,ENSG00000005381.8,MPO,protein_coding,27,13,14,0.3921,0.1105,0.1078,0
100,ENSG00000005421.9,PON1,protein_coding,127,63,64,2.4484,0.6897,0.6731,0
101,ENSG00000005436.14,GCFC2,protein_coding,1292,998,966,12.1166,3.4133,3.3308,0
102,ENSG00000005448.17,WDR54,protein_coding,441,222,229,7.9206,2.2312,2.1774,0
103,ENSG00000005469.12,CROT,protein_coding,5660,2778,2885,58.0432,16.3508,15.956,0
104,ENSG00000005471.19,ABCB4,protein_coding,69,32,39,0.4574,0.1288,0.1257,0
105,ENSG00000005483.21,KMT2E,protein_coding,7769,4196,4263,39.9996,11.2679,10.9958,0
106,ENSG00000005486.17,RHBDD2,protein_coding,6733,3313,3420,144.3049,40.6509,39.6692,0
107,ENSG00000005513.10,SOX8,protein_coding,287,127,160,3.2889,0.9265,0.9041,0
108,ENSG00000005700.15,IBTK,protein_coding,6727,3355,3372,39.5208,11.133,10.8642,0
109,ENSG00000005801.18,ZNF195,protein_coding,1740,873,867,7.6107,2.1439,2.0922,0
110,ENSG00000005810.18,MYCBP2,protein_coding,7461,4734,4963,23.9056,6.7342,6.5716,0
111,ENSG00000005812.11,FBXL3,protein_coding,4402,3970,3931,31.8664,8.9768,8.76,0
112,ENSG00000005844.19,ITGAL,protein_coding,652,404,388,3.3858,0.9538,0.9308,0
113,ENSG00000005882.12,PDK2,protein_coding,1631,1429,1462,15.2707,4.3018,4.1979,0
114,ENSG00000005884.18,ITGA3,protein_coding,13425,6591,6841,70.1568,19.7633,19.286,0
115,ENSG00000005889.16,ZFX,protein_coding,4350,2159,2194,24.6567,6.9458,6.7781,0
116,ENSG00000005893.16,LAMP2,protein_coding,23901,11918,11983,130.1889,36.6744,35.7887,0
117,ENSG00000005961.19,ITGA2B,protein_coding,15,8,7,0.1349,0.038,0.0371,0
118,ENSG00000005981.13,ASB4,protein_coding,129,76,53,1.4346,0.4041,0.3944,0
119,ENSG00000006007.12,GDE1,protein_coding,7239,4389,4523,84.4665,23.7943,23.2197,0
120,ENSG00000006015.18,REX1BD,protein_coding,928,445,484,14.1013,3.9724,3.8764,0
121,ENSG00000006016.11,CRLF1,protein_coding,642,451,408,11.0838,3.1223,3.0469,0
122,ENSG00000006025.12,OSBPL7,protein_coding,877,433,444,6.8355,1.9256,1.8791,0
123,ENSG00000006042.12,TMEM98,protein_coding,2736,1401,1335,27.0191,7.6113,7.4275,0
124,ENSG00000006047.13,YBX2,protein_coding,210,118,94,2.3228,0.6543,0.6385,0
125,ENSG00000006059.4,KRT33A,protein_coding,15,8,7,0.5897,0.1661,0.1621,0
126,ENSG00000006062.17,MAP3K14,protein_coding,1238,842,857,11.1882,3.1517,3.0756,0
127,ENSG00000006071.15,ABCC8,protein_coding,1955,959,1039,7.9554,2.241,2.1869,0
128,ENSG00000006116.4,CACNG3,protein_coding,0,0,0,0.0,0.0,0.0,0
129,ENSG00000006118.15,TMEM132A,protein_coding,4739,2523,2511,33.3721,9.401,9.1739,0
130,ENSG00000006125.18,AP2B1,protein_coding,38080,18820,19368,256.9617,72.3864,70.6383,0
131,ENSG00000006128.12,TAC1,protein_coding,151,81,70,4.518,1.2727,1.242,0
132,ENSG00000006194.10,ZNF263,protein_coding,2283,1579,1649,18.2639,5.145,5.0207,0
133,ENSG00000006210.7,CX3CL1,protein_coding,24424,12126,12298,209.9138,59.133,57.7049,0
134,ENSG00000006282.21,SPATA20,protein_coding,3985,1951,2034,38.2474,10.7743,10.5141,0
135,ENSG00000006283.18,CACNA1G,protein_coding,180,107,84,0.9163,0.2581,0.2519,0
136,ENSG00000006327.14,TNFRSF12A,protein_coding,4136,2074,2062,117.6352,33.138,32.3377,0
137,ENSG00000006377.11,DLX6,protein_coding,4,3,1,0.0595,0.0168,0.0163,0
138,ENSG00000006432.15,MAP3K9,protein_coding,1235,630,607,5.1075,1.4388,1.404,0
139,ENSG00000006451.8,RALA,protein_coding,4913,2455,2458,70.3162,19.8082,19.3298,0
140,ENSG00000006453.14,BAIAP2L1,protein_coding,1860,1330,1420,19.7627,5.5672,5.4327,0
141,ENSG00000006459.11,KDM7A,protein_coding,3804,1979,1825,20.7779,5.8531,5.7118,0
142,ENSG00000006468.14,ETV1,protein_coding,3642,1847,1795,19.4027,5.4657,5.3338,0
143,ENSG00000006530.18,AGK,protein_coding,1887,1083,1112,9.0361,2.5455,2.484,0
144,ENSG00000006534.16,ALDH3B1,protein_coding,982,483,544,7.5916,2.1385,2.0869,0
145,ENSG00000006555.11,TTC22,protein_coding,839,401,438,7.0327,1.9811,1.9333,0
146,ENSG00000006576.16,PHTF2,protein_coding,1854,915,939,10.9841,3.0942,3.0195,0
147,ENSG00000006606.9,CCL26,protein_coding,3,3,0,0.2186,0.0616,0.0601,0
148,ENSG00000006607.14,FARP2,protein_coding,2661,1517,1539,9.4848,2.6719,2.6074,0
149,ENSG00000006611.17,USH1C,protein_coding,82,45,37,0.8565,0.2413,0.2355,0
150,ENSG00000006625.18,GGCT,protein_coding,2874,1392,1482,92.3568,26.017,25.3887,0
151,ENSG00000006634.8,DBF4,protein_coding,709,383,406,7.9037,2.2265,2.1727,0
152,ENSG00000006638.13,TBXA2R,protein_coding,69,44,25,1.2502,0.3522,0.3437,0
153,ENSG00000006652.15,IFRD1,protein_coding,559,259,300,3.6236,1.0208,0.9961,0
154,ENSG00000006659.13,LGALS14,protein_coding,1,0,1,0.0567,0.016,0.0156,0
155,ENSG00000006695.12,COX10,protein_coding,1391,677,715,10.5465,2.971,2.8992,0
156,ENSG00000006704.11,GTF2IRD1,protein_coding,1695,861,834,13.3596,3.7634,3.6725,0
157,ENSG00000006712.15,PAF1,protein_coding,6156,3182,3110,110.6431,31.1683,30.4156,0
158,ENSG00000006715.16,VPS41,protein_coding,5120,2553,2567,33.8319,9.5305,9.3003,0
159,ENSG00000006740.17,ARHGAP44,protein_coding,761,492,477,4.1816,1.178,1.1495,0
160,ENSG00000006744.19,ELAC2,protein_coding,6571,3343,3251,48.0706,13.5416,13.2145,0
161,ENSG00000006747.15,SCIN,protein_coding,554,292,284,2.4409,0.6876,0.671,0
162,ENSG00000006756.16,ARSD,protein_coding,13307,9093,8902,97.0158,27.3295,26.6695,0
163,ENSG00000006757.12,PNPLA4,protein_coding,2427,1205,1222,36.4467,10.2671,10.0191,0
164,ENSG00000006788.14,MYH13,protein_coding,11,11,15,0.0921,0.0259,0.0253,0
165,ENSG00000006831.10,ADIPOR2,protein_coding,7831,3927,3905,68.7931,19.3791,18.9111,0
166,ENSG00000006837.12,CDKL3,protein_coding,26,13,13,0.4229,0.1191,0.1163,0
167,ENSG00000007001.13,UPP2,protein_coding,24,13,11,0.4157,0.1171,0.1143,0
168,ENSG00000007038.11,PRSS21,protein_coding,50,25,25,1.3021,0.3668,0.3579,0
169,ENSG00000007047.15,MARK4,protein_coding,2969,1515,1454,22.849,6.4366,6.2812,0
170,ENSG00000007062.12,PROM1,protein_coding,4897,2493,2404,33.6385,9.476,9.2472,0
171,ENSG00000007080.11,CCDC124,protein_coding,2360,1209,1151,72.7801,20.5022,20.0071,0
172,ENSG00000007129.18,CEACAM21,protein_coding,12,5,7,0.3109,0.0876,0.0855,0
173,ENSG00000007168.14,PAFAH1B1,protein_coding,12009,7315,7066,44.6696,12.5835,12.2796,0
174,ENSG00000007171.18,NOS2,protein_coding,47,22,25,0.5473,0.1542,0.1504,0
175,ENSG00000007174.18,DNAH9,protein_coding,49,28,23,0.1482,0.0417,0.0407,0
176,ENSG00000007202.15,KIAA0100,protein_coding,14368,10945,10808,79.7207,22.4574,21.9151,0
177,ENSG00000007216.15,SLC13A2,protein_coding,329,166,163,5.224,1.4716,1.4361,0
178,ENSG00000007237.19,GAS7,protein_coding,6213,3076,3137,31.3302,8.8258,8.6126,0
179,ENSG00000007255.10,TRAPPC6A,protein_coding,1473,749,725,80.8708,22.7814,22.2312,0
180,ENSG00000007264.15,MATK,protein_coding,90,44,47,1.1141,0.3138,0.3063,0
181,ENSG00000007306.15,CEACAM7,protein_coding,63,35,31,1.2164,0.3427,0.3344,0
182,ENSG00000007312.13,CD79B,protein_coding,125,68,57,3.1052,0.8747,0.8536,0
183,ENSG00000007314.12,SCN4A,protein_coding,379,204,175,2.3552,0.6635,0.6474,0
184,ENSG00000007341.19,ST7L,protein_coding,1173,859,878,7.4106,2.0876,2.0372,0
185,ENSG00000007350.17,TKTL1,protein_coding,2,2,0,0.0291,0.0082,0.008,0
186,ENSG00000007372.24,PAX6,protein_coding,25,117,100,0.062,0.0175,0.0171,0
187,ENSG00000007376.8,RPUSD1,protein_coding,914,448,491,16.9081,4.763,4.648,0
188,ENSG00000007384.15,RHBDF1,protein_coding,2487,1281,1207,25.9245,7.303,7.1266,0
189,ENSG00000007392.17,LUC7L,protein_coding,1904,977,928,15.7917,4.4486,4.3411,0
190,ENSG00000007402.12,CACNA2D2,protein_coding,1008,739,776,7.9338,2.235,2.181,0
191,ENSG00000007516.14,BAIAP3,protein_coding,597,642,662,5.0058,1.4101,1.3761,0
192,ENSG00000007520.4,TSR3,protein_coding,1353,1011,1049,57.2773,16.1351,15.7454,0
193,ENSG00000007541.17,PIGQ,protein_coding,3205,1591,1614,20.8976,5.8869,5.7447,0
194,ENSG00000007545.16,CRAMP1,protein_coding,3217,1687,1664,19.1701,5.4002,5.2698,0
195,ENSG00000007866.22,TEAD3,protein_coding,4053,1996,2057,68.091,19.1813,18.7181,0
196,ENSG00000007908.16,SELE,protein_coding,706,358,348,7.8857,2.2214,2.1678,0
197,ENSG00000007923.16,DNAJC11,protein_coding,2599,2102,2082,26.1913,7.3781,7.1999,0
198,ENSG00000007933.13,FMO3,protein_coding,100,42,58,1.4895,0.4196,0.4095,0
199,ENSG00000007944.15,MYLIP,protein_coding,3616,1835,1781,60.2945,16.985,16.5749,0
200,ENSG00000007952.18,NOX1,protein_coding,50,28,22,1.0071,0.2837,0.2769,0
201,ENSG00000007968.7,E2F2,protein_coding,119,61,58,1.116,0.3144,0.3068,0
202,ENSG00000008018.9,PSMB1,protein_coding,8442,4199,4243,194.8761,54.8968,53.5711,0
203,ENSG00000008056.14,SYN1,protein_coding,26,31,29,0.3568,0.1005,0.0981,0
204,ENSG00000008083.14,JARID2,protein_coding,2875,1377,1498,23.5855,6.6441,6.4836,0
205,ENSG00000008086.13,CDKL5,protein_coding,2519,1234,1291,6.7712,1.9075,1.8614,0
206,ENSG00000008118.10,CAMK1G,protein_coding,21,14,7,0.3232,0.0911,0.0889,0
207,ENSG00000008128.23,CDK11A,protein_coding,44,26,19,0.4432,0.1249,0.1218,0
208,ENSG00000008130.15,NADK,protein_coding,3928,1936,1992,36.1232,10.176,9.9302,0
209,ENSG00000008196.13,TFAP2B,protein_coding,8925,4479,4446,74.2764,20.9237,20.4184,0
210,ENSG00000008197.5,TFAP2D,protein_coding,0,0,0,0.0,0.0,0.0,0
211,ENSG00000008226.20,DLEC1,protein_coding,69,1460,1471,0.4239,0.1194,0.1165,0
212,ENSG00000008256.16,CYTH3,protein_coding,2203,1101,1102,19.4294,5.4733,5.3411,0
213,ENSG00000008277.14,ADAM22,protein_coding,589,292,297,2.4732,0.6967,0.6799,0
214,ENSG00000008282.9,SYPL1,protein_coding,10575,5255,5320,194.6425,54.831,53.5069,0
215,ENSG00000008283.16,CYB561,protein_coding,17608,8823,8787,170.307,47.9757,46.8171,0
216,ENSG00000008294.21,SPAG9,protein_coding,7366,3699,3667,31.5321,8.8826,8.6681,0
217,ENSG00000008300.17,CELSR3,protein_coding,301,155,147,1.1132,0.3136,0.306,0
218,ENSG00000008311.15,AASS,protein_coding,1584,788,796,12.1756,3.4299,3.3471,0
219,ENSG00000008323.15,PLEKHG6,protein_coding,861,422,439,10.3529,2.9164,2.846,0
220,ENSG00000008324.12,SS18L2,protein_coding,984,618,569,16.1655,4.5538,4.4439,0
221,ENSG00000008382.16,MPND,protein_coding,691,747,719,17.2745,4.8663,4.7487,0
222,ENSG00000008394.13,MGST1,protein_coding,18546,9200,9346,127.6702,35.9648,35.0963,0
223,ENSG00000008405.12,CRY1,protein_coding,2438,1255,1291,26.1153,7.3567,7.179,0
224,ENSG00000008438.5,PGLYRP1,protein_coding,4,3,1,0.2894,0.0815,0.0796,0
225,ENSG00000008441.18,NFIX,protein_coding,12395,6181,6216,98.6662,27.7944,27.1232,0
226,ENSG00000008513.16,ST3GAL1,protein_coding,4054,2003,2051,23.4592,6.6085,6.4489,0
227,ENSG00000008516.17,MMP25,protein_coding,202,192,181,2.4369,0.6865,0.6699,0
228,ENSG00000008517.18,IL32,protein_coding,567,298,269,9.0507,2.5496,2.488,0
229,ENSG00000008710.20,PKD1,protein_coding,3775,2471,2412,10.4332,2.939,2.8681,0
230,ENSG00000008735.14,MAPK8IP2,protein_coding,335,162,173,2.9622,0.8344,0.8143,0
231,ENSG00000008838.20,MED24,protein_coding,7993,3957,4039,58.8093,16.5667,16.1666,0
232,ENSG00000008853.17,RHOBTB2,protein_coding,1154,1154,1171,8.9415,2.5188,2.458,0
233,ENSG00000008869.12,HEATR5B,protein_coding,5685,2834,2851,35.3492,9.9579,9.7174,0
234,ENSG00000008952.17,SEC62,protein_coding,15022,7404,7620,97.0587,27.3416,26.6813,0
235,ENSG00000008988.11,RPS20,protein_coding,31947,16361,15586,241.8982,68.143,66.4974,0
236,ENSG00000009307.16,CSDE1,protein_coding,58294,29165,29130,516.7932,145.5812,142.0655,0
237,ENSG00000009335.18,UBE3C,protein_coding,12755,6424,6331,70.9015,19.973,19.4907,0
238,ENSG00000009413.16,REV3L,protein_coding,2857,1710,1543,11.7783,3.318,3.2378,0
239,ENSG00000009694.13,TENM1,protein_coding,132,70,67,0.5243,0.1477,0.1441,0
240,ENSG00000009709.12,PAX7,protein_coding,2,2,0,0.0158,0.0045,0.0044,0
241,ENSG00000009724.17,MASP2,protein_coding,131,99,101,1.5763,0.444,0.4333,0
242,ENSG00000009765.15,IYD,protein_coding,3417,1716,1701,16.8916,4.7584,4.6435,0
243,ENSG00000009780.16,FAM76A,protein_coding,1191,611,580,15.0784,4.2476,4.145,0
244,ENSG00000009790.15,TRAF3IP3,protein_coding,231,350,335,1.5268,0.4301,0.4197,0
245,ENSG00000009830.12,POMT2,protein_coding,2483,1226,1257,12.7099,3.5804,3.4939,0
246,ENSG00000009844.16,VTA1,protein_coding,3983,2076,1908,28.1102,7.9187,7.7274,0
247,ENSG00000009950.16,MLXIPL,protein_coding,262,131,132,2.7872,0.7852,0.7662,0
248,ENSG00000009954.11,BAZ1B,protein_coding,9274,4647,4627,67.2873,18.9549,18.4971,0
249,ENSG00000010017.13,RANBP9,protein_coding,3971,2531,2602,56.2214,15.8376,15.4552,0
250,ENSG00000010030.14,ETV7,protein_coding,82,41,41,1.7693,0.4984,0.4864,0
251,ENSG00000010072.16,SPRTN,protein_coding,1151,695,645,9.9828,2.8122,2.7443,0
252,ENSG00000010165.20,EEF1AKNMT,protein_coding,3162,1621,1541,42.2786,11.9099,11.6223,0
253,ENSG00000010219.13,DYRK4,protein_coding,837,404,433,6.078,1.7122,1.6708,0
254,ENSG00000010244.19,ZNF207,protein_coding,8956,4425,4532,29.0023,8.17,7.9727,0
255,ENSG00000010256.11,UQCRC1,protein_coding,11781,5872,5911,188.3476,53.0577,51.7764,0
256,ENSG00000010270.14,STARD3NL,protein_coding,2015,1020,995,23.8704,6.7243,6.5619,0
257,ENSG00000010278.15,CD9,protein_coding,29049,14469,14582,255.2746,71.9111,70.1745,0
258,ENSG00000010282.15,HHATL,protein_coding,7,2,6,0.1242,0.035,0.0341,0
259,ENSG00000010292.13,NCAPD2,protein_coding,4495,2435,2370,35.5874,10.025,9.7829,0
260,ENSG00000010295.20,IFFO1,protein_coding,377,176,202,3.9052,1.1001,1.0735,0
261,ENSG00000010310.9,GIPR,protein_coding,237,112,126,2.395,0.6747,0.6584,0
262,ENSG00000010318.21,PHF7,protein_coding,492,245,247,7.4917,2.1104,2.0595,0
263,ENSG00000010319.7,SEMA3G,protein_coding,3056,1501,1555,31.0163,8.7373,8.5263,0
264,ENSG00000010322.16,NISCH,protein_coding,9611,4794,4817,54.3269,15.304,14.9344,0
265,ENSG00000010327.10,STAB1,protein_coding,1611,973,892,7.7938,2.1955,2.1425,0
266,ENSG00000010361.14,FUZ,protein_coding,768,668,676,13.322,3.7528,3.6622,0
267,ENSG00000010379.16,SLC6A13,protein_coding,2,1,1,0.0241,0.0068,0.0066,0
268,ENSG00000010404.18,IDS,protein_coding,455,247,208,2.5077,0.7064,0.6894,0
269,ENSG00000010438.17,PRSS3,protein_coding,27,22,15,0.9706,0.2734,0.2668,0
270,ENSG00000010539.12,ZNF200,protein_coding,644,328,367,4.3996,1.2394,1.2094,0
271,ENSG00000010610.10,CD4,protein_coding,2358,1160,1198,26.5055,7.4666,7.2863,0
272,ENSG00000010626.15,LRRC23,protein_coding,853,401,452,14.3164,4.033,3.9356,0
273,ENSG00000010671.16,BTK,protein_coding,372,197,175,4.1651,1.1733,1.145,0
274,ENSG00000010704.18,HFE,protein_coding,2690,1349,1342,24.2805,6.8398,6.6747,0
275,ENSG00000010803.16,SCMH1,protein_coding,2815,1596,1570,32.4251,9.1342,8.9136,0
276,ENSG00000010810.17,FYN,protein_coding,1661,810,851,11.4806,3.2341,3.156,0
277,ENSG00000010818.10,HIVEP2,protein_coding,3530,1908,1866,16.9704,4.7806,4.6651,0
278,ENSG00000010932.17,FMO1,protein_coding,666,328,350,9.4711,2.668,2.6036,0
279,ENSG00000011007.12,ELOA,protein_coding,4342,2775,2755,41.2564,11.622,11.3413,0
280,ENSG00000011009.11,LYPLA2,protein_coding,4042,2058,1986,102.4473,28.8595,28.1626,0
281,ENSG00000011021.23,CLCN6,protein_coding,1334,707,664,8.3607,2.3552,2.2984,0
282,ENSG00000011028.14,MRC2,protein_coding,7681,4273,4422,59.6949,16.8161,16.41,0
283,ENSG00000011052.21,NME1-NME2,protein_coding,0,0,0,0.0,0.0,0.0,0
284,ENSG00000011083.9,SLC6A7,protein_coding,3,1,3,0.0359,0.0101,0.0099,0
285,ENSG00000011105.14,TSPAN9,protein_coding,5581,2784,2797,41.4018,11.6629,11.3813,0
286,ENSG00000011114.15,BTBD7,protein_coding,4064,1998,2066,18.3687,5.1745,5.0495,0
