,gene_id,gene_name,gene_type,unstranded,stranded_first,stranded_second,tpm_unstranded,fpkm_unstranded,fpkm_uq_unstranded,class
19683,ENSG00000203876.10,ADD3-AS1,lncRNA,47,334,380,0.265,0.0747,0.0728,0
19684,ENSG00000203877.8,RIPPLY2,protein_coding,13,27,18,0.1596,0.045,0.0439,0
19685,ENSG00000203878.11,CHIAP2,transcribed_unprocessed_pseudogene,0,0,0,0.0,0.0,0.0,0
19686,ENSG00000203879.12,GDI1,protein_coding,7737,3779,3960,75.4028,21.2411,20.7281,0
19687,ENSG00000203880.12,PCMTD2,protein_coding,6285,3103,3182,53.7194,15.1328,14.7674,0
19688,ENSG00000203883.7,SOX18,protein_coding,274,129,146,7.5377,2.1234,2.0721,0
19689,ENSG00000203896.10,LIME1,protein_coding,21,13,8,0.4218,0.1188,0.116,0
19690,ENSG00000203897.4,SPATA42,lncRNA,1,3,2,0.0812,0.0229,0.0223,0
19691,ENSG00000203900.2,AL121827.1,lncRNA,0,0,0,0.0,0.0,0.0,0
19692,ENSG00000203907.9,OOEP,protein_coding,8,5,11,0.2793,0.0787,0.0768,0
19693,ENSG00000203908.4,KHDC3L,protein_coding,0,0,0,0.0,0.0,0.0,0
19694,ENSG00000203909.4,DPPA5,protein_coding,0,0,0,0.0,0.0,0.0,0
19695,ENSG00000203910.9,C1orf146,protein_coding,1,1,0,0.0472,0.0133,0.013,0
19696,ENSG00000203914.4,HSP90B3P,processed_pseudogene,0,0,0,0.0,0.0,0.0,0
19697,ENSG00000203923.5,SPANXN1,protein_coding,0,0,0,0.0,0.0,0.0,0
19698,ENSG00000203926.5,SPANXA2,protein_coding,0,0,0,0.0,0.0,0.0,0
19699,ENSG00000203930.12,LINC00632,lncRNA,15,13,6,0.0266,0.0075,0.0073,0
19700,ENSG00000203933.3,CXorf66,protein_coding,0,0,0,0.0,0.0,0.0,0
19701,ENSG00000203942.5,C10orf62,protein_coding,0,0,0,0.0,0.0,0.0,0
19702,ENSG00000203943.9,SAMD13,protein_coding,119,63,56,1.7902,0.5043,0.4921,0
19703,ENSG00000203950.6,RTL8A,protein_coding,2079,1015,1064,84.1849,23.715,23.1423,0
19704,ENSG00000203952.9,CCDC160,protein_coding,833,420,413,23.8376,6.7151,6.5529,0
19705,ENSG00000203963.11,C1orf141,protein_coding,0,0,0,0.0,0.0,0.0,0
19706,ENSG00000203965.13,EFCAB7,protein_coding,610,313,313,5.478,1.5432,1.5059,0
19707,ENSG00000203970.4,DEFB110,protein_coding,0,0,0,0.0,0.0,0.0,0
19708,ENSG00000203971.2,AL354984.1,lncRNA,0,0,0,0.0,0.0,0.0,0
19709,ENSG00000203972.10,GLYATL3,protein_coding,0,0,0,0.0,0.0,0.0,0
19710,ENSG00000203985.11,LDLRAD1,protein_coding,228,108,120,4.9154,1.3847,1.3512,0
19711,ENSG00000203987.3,AL772363.1,lncRNA,0,0,0,0.0,0.0,0.0,0
19712,ENSG00000203989.5,RHOXF2B,protein_coding,0,0,0,0.0,0.0,0.0,0
19713,ENSG00000203993.6,ARRDC1-AS1,lncRNA,588,310,311,8.4963,2.3934,2.3356,0
19714,ENSG00000203995.10,ZYG11A,protein_coding,279,153,173,3.0446,0.8577,0.837,0
19715,ENSG00000203999.9,LINC01270,lncRNA,120,96,104,1.1364,0.3201,0.3124,0
19716,ENSG00000204001.9,LCN8,protein_coding,13,6,7,0.2192,0.0617,0.0603,0
19717,ENSG00000204003.8,AL355987.1,protein_coding,0,0,0,0.0,0.0,0.0,0
19718,ENSG00000204006.10,C1orf185,protein_coding,1,0,1,0.0458,0.0129,0.0126,0
19719,ENSG00000204007.7,GLT6D1,protein_coding,0,0,0,0.0,0.0,0.0,0
19720,ENSG00000204010.3,IFIT1B,protein_coding,1,0,1,0.026,0.0073,0.0071,0
19721,ENSG00000204011.5,COL5A1-AS1,lncRNA,0,0,0,0.0,0.0,0.0,0
19722,ENSG00000204019.5,CT83,protein_coding,1,1,0,0.0991,0.0279,0.0272,0
19723,ENSG00000204020.6,LIPN,protein_coding,6,4,2,0.0546,0.0154,0.015,0
19724,ENSG00000204021.4,LIPK,protein_coding,76,36,40,3.2442,0.9139,0.8918,0
19725,ENSG00000204022.9,LIPJ,protein_coding,15,9,8,0.1697,0.0478,0.0466,0
19726,ENSG00000204025.8,TRPC5OS,protein_coding,2,1,1,0.0338,0.0095,0.0093,0
19727,ENSG00000204031.3,LCN1P2,unprocessed_pseudogene,0,0,0,0.0,0.0,0.0,0
19728,ENSG00000204033.10,LRIT2,protein_coding,1,0,1,0.0168,0.0047,0.0046,0
19729,ENSG00000204044.6,SLC12A5-AS1,lncRNA,0,289,282,0.0,0.0,0.0,0
19730,ENSG00000204049.1,AL391421.1,lncRNA,221,219,207,5.8899,1.6592,1.6191,0
19731,ENSG00000204052.4,LRRC73,protein_coding,58,26,35,1.4007,0.3946,0.3851,0
19732,ENSG00000204053.6,MYCLP1,processed_pseudogene,0,0,0,0.0,0.0,0.0,0
19733,ENSG00000204054.14,LINC00963,lncRNA,4698,3309,3423,17.1085,4.8195,4.7031,0
19734,ENSG00000204055.5,AL158151.1,lncRNA,1,218,222,0.0089,0.0025,0.0025,0
19735,ENSG00000204060.7,FOXO6,protein_coding,264,146,118,5.6393,1.5886,1.5502,0
19736,ENSG00000204065.3,TCEAL5,protein_coding,261,131,133,12.7814,3.6005,3.5136,0
19737,ENSG00000204070.10,SYS1,protein_coding,3164,1609,1612,27.0119,7.6093,7.4255,0
19738,ENSG00000204071.10,TCEAL6,protein_coding,7,5,2,0.2608,0.0735,0.0717,0
19739,ENSG00000204072.3,ARMCX7P,transcribed_unprocessed_pseudogene,0,0,0,0.0,0.0,0.0,0
19740,ENSG00000204084.13,INPP5B,protein_coding,1618,914,997,9.2811,2.6145,2.5513,0
19741,ENSG00000204086.4,RPA4,protein_coding,1,0,1,0.0328,0.0092,0.009,0
19742,ENSG00000204091.8,TDRG1,lncRNA,1,1,0,0.0172,0.0049,0.0047,0
19743,ENSG00000204092.2,LINC00951,lncRNA,0,0,0,0.0,0.0,0.0,0
19744,ENSG00000204099.12,NEU4,protein_coding,0,0,0,0.0,0.0,0.0,0
19745,ENSG00000204103.4,MAFB,protein_coding,3165,1585,1580,47.838,13.476,13.1506,0
19746,ENSG00000204104.12,TRAF3IP1,protein_coding,2993,1443,1550,33.2276,9.3603,9.1342,0
19747,ENSG00000204110.6,LINC02520,lncRNA,0,0,0,0.0,0.0,0.0,0
19748,ENSG00000204113.6,BMP2KL,processed_pseudogene,0,0,0,0.0,0.0,0.0,0
19749,ENSG00000204116.11,CHIC1,protein_coding,914,457,457,6.7471,1.9007,1.8548,0
19750,ENSG00000204117.2,AL162293.1,lncRNA,0,0,0,0.0,0.0,0.0,0
19751,ENSG00000204118.2,NAP1L6P,transcribed_processed_pseudogene,2,0,2,0.0501,0.0141,0.0138,0
19752,ENSG00000204120.16,GIGYF2,protein_coding,8697,4547,4518,28.786,8.109,7.9132,0
19753,ENSG00000204121.2,ECEL1P1,unprocessed_pseudogene,0,0,0,0.0,0.0,0.0,0
19754,ENSG00000204128.6,C2orf72,protein_coding,931,462,469,12.4906,3.5186,3.4337,0
19755,ENSG00000204130.14,RUFY2,protein_coding,1563,1361,1304,9.8393,2.7717,2.7048,0
19756,ENSG00000204131.9,NHSL2,protein_coding,1240,642,598,3.5873,1.0106,0.9862,0
19757,ENSG00000204136.11,GGTA1,protein_coding,484,287,291,5.5082,1.5517,1.5142,0
19758,ENSG00000204138.13,PHACTR4,protein_coding,5452,2681,2773,38.1675,10.7518,10.4922,0
19759,ENSG00000204140.10,CLPSL1,protein_coding,247,122,125,16.097,4.5345,4.425,0
19760,ENSG00000204147.11,ASAH2B,protein_coding,404,206,204,3.1931,0.8995,0.8778,0
19761,ENSG00000204148.3,LINC00474,lncRNA,0,0,0,0.0,0.0,0.0,0
19762,ENSG00000204149.13,AGAP6,protein_coding,18,20,12,0.2911,0.082,0.08,0
19763,ENSG00000204152.14,TIMM23B,protein_coding,204,99,109,3.4374,0.9683,0.9449,0
19764,ENSG00000204160.12,ZDHHC18,protein_coding,1949,990,960,18.2848,5.1508,5.0265,0
19765,ENSG00000204161.14,TMEM273,protein_coding,366,182,184,4.5471,1.2809,1.25,0
19766,ENSG00000204165.6,CXorf65,protein_coding,0,0,0,0.0,0.0,0.0,0
19767,ENSG00000204172.12,AGAP9,protein_coding,187,119,86,4.0129,1.1304,1.1031,0
19768,ENSG00000204173.11,LRRC37A5P,transcribed_unprocessed_pseudogene,24,11,13,0.529,0.149,0.1454,0
19769,ENSG00000204174.8,NPY4R,protein_coding,5,1,4,0.126,0.0355,0.0346,0
19770,ENSG00000204175.5,GPRIN2,protein_coding,123,56,67,3.2015,0.9019,0.8801,0
19771,ENSG00000204176.14,SYT15,protein_coding,10,4,13,0.0715,0.0202,0.0197,0
19772,ENSG00000204177.10,BMS1P1,transcribed_unprocessed_pseudogene,78,36,44,0.876,0.2468,0.2408,0
19773,ENSG00000204178.11,MACO1,protein_coding,3940,1981,1959,50.7216,14.2883,13.9433,0
19774,ENSG00000204179.10,PTPN20,protein_coding,288,155,133,3.2739,0.9223,0.9,0
19775,ENSG00000204183.3,GDF5-AS1,lncRNA,0,4,5,0.0,0.0,0.0,0
19776,ENSG00000204186.10,ZDBF2,protein_coding,998,491,507,4.6896,1.3211,1.2892,0
19777,ENSG00000204188.7,GGNBP1,transcribed_unitary_pseudogene,5,76,75,0.1474,0.0415,0.0405,0
19778,ENSG00000204193.11,TXNDC8,protein_coding,0,0,0,0.0,0.0,0.0,0
19779,ENSG00000204194.1,RPL12P1,processed_pseudogene,0,0,0,0.0,0.0,0.0,0
19780,ENSG00000204195.4,AWAT1,protein_coding,4,2,2,0.1398,0.0394,0.0384,0
19781,ENSG00000204196.5,RPL12P16,processed_pseudogene,0,0,0,0.0,0.0,0.0,0
19782,ENSG00000204209.13,DAXX,protein_coding,5717,2940,2778,94.9564,26.7493,26.1033,0
19783,ENSG00000204217.15,BMPR2,protein_coding,11618,5743,5875,47.575,13.4019,13.0783,0
19784,ENSG00000204219.11,TCEA3,protein_coding,2662,1305,1357,37.104,10.4522,10.1998,0
19785,ENSG00000204220.12,PFDN6,protein_coding,1643,1347,1309,28.5,8.0285,7.8346,0
19786,ENSG00000204227.5,RING1,protein_coding,2886,1449,1437,81.5397,22.9698,22.4151,0
19787,ENSG00000204228.4,HSD17B8,protein_coding,1236,612,624,54.6739,15.4017,15.0298,0
19788,ENSG00000204231.11,RXRB,protein_coding,3275,1692,1749,43.0478,12.1266,11.8338,0
19789,ENSG00000204237.5,OXLD1,protein_coding,1065,489,577,34.0957,9.6048,9.3729,0
19790,ENSG00000204241.8,LINC02731,lncRNA,52,26,27,0.3889,0.1096,0.1069,0
19791,ENSG00000204246.3,OR13C3,protein_coding,0,0,0,0.0,0.0,0.0,0
19792,ENSG00000204248.11,COL11A2,protein_coding,112,61,51,0.8512,0.2398,0.234,0
19793,ENSG00000204250.3,LINC00587,lncRNA,0,0,0,0.0,0.0,0.0,0
19794,ENSG00000204252.14,HLA-DOA,protein_coding,1349,661,690,17.3315,4.8823,4.7644,0
19795,ENSG00000204253.4,HNRNPCP2,processed_pseudogene,484,215,269,28.141,7.9274,7.7359,0
19796,ENSG00000204256.14,BRD2,protein_coding,18216,10039,10529,103.7343,29.2221,28.5164,0
19797,ENSG00000204257.15,HLA-DMA,protein_coding,1563,802,838,31.7709,8.9499,8.7338,0
19798,ENSG00000204261.9,PSMB8-AS1,lncRNA,122,594,579,2.5792,0.7265,0.709,0
19799,ENSG00000204262.14,COL5A2,protein_coding,5634,2811,2823,39.4308,11.1077,10.8395,0
19800,ENSG00000204264.12,PSMB8,protein_coding,1871,975,985,27.5401,7.7581,7.5707,0
19801,ENSG00000204267.16,TAP2,protein_coding,1011,501,510,8.1171,2.2866,2.2314,0
19802,ENSG00000204271.13,SPIN3,protein_coding,1161,605,593,3.7542,1.0576,1.032,0
19803,ENSG00000204272.13,NBDY,protein_coding,1628,864,787,33.277,9.3742,9.1478,0
19804,ENSG00000204277.1,LINC01993,lncRNA,1,0,2,0.0175,0.0049,0.0048,0
19805,ENSG00000204278.12,TMEM235,protein_coding,1,1,0,0.0197,0.0055,0.0054,0
19806,ENSG00000204279.7,PAGE3,protein_coding,0,0,0,0.0,0.0,0.0,0
19807,ENSG00000204283.4,LINC01973,lncRNA,2,2,0,0.0196,0.0055,0.0054,0
19808,ENSG00000204287.14,HLA-DRA,protein_coding,17397,8663,8734,716.3486,201.7962,196.923,0
19809,ENSG00000204290.10,BTNL2,protein_coding,11,7,5,0.3838,0.1081,0.1055,0
19810,ENSG00000204291.11,COL15A1,protein_coding,7228,3606,3662,55.6508,15.6769,15.2983,0
19811,ENSG00000204296.11,TSBP1,protein_coding,1,1,0,0.0207,0.0058,0.0057,0
19812,ENSG00000204300.7,TMEM225,protein_coding,1,0,1,0.0449,0.0126,0.0123,0
19813,ENSG00000204301.6,NOTCH4,protein_coding,2013,1034,979,10.5779,2.9798,2.9078,0
19814,ENSG00000204304.12,PBX2,protein_coding,4186,2089,2097,49.0893,13.8285,13.4946,0
19815,ENSG00000204305.14,AGER,protein_coding,125,57,69,3.0858,0.8693,0.8483,0
19816,ENSG00000204308.8,RNF5,protein_coding,2885,1469,1417,131.1271,36.9386,36.0466,0
19817,ENSG00000204310.13,AGPAT1,protein_coding,1892,2422,2390,26.9733,7.5984,7.4149,0
19818,ENSG00000204311.15,PJVK,protein_coding,142,83,64,1.6232,0.4573,0.4462,0
19819,ENSG00000204314.12,PRRT1,protein_coding,139,60,79,2.2777,0.6416,0.6261,0
19820,ENSG00000204315.4,FKBPL,protein_coding,462,219,243,17.6344,4.9676,4.8477,0
19821,ENSG00000204316.13,MRPL38,protein_coding,35,28,10,0.5365,0.1511,0.1475,0
19822,ENSG00000204323.5,SMIM5,protein_coding,39,27,25,0.3904,0.11,0.1073,0
19823,ENSG00000204334.7,ERICH2,protein_coding,71,33,38,6.0514,1.7047,1.6635,0
19824,ENSG00000204335.4,SP5,protein_coding,77,43,34,1.9017,0.5357,0.5228,0
19825,ENSG00000204338.8,CYP21A1P,transcribed_unprocessed_pseudogene,52,29,24,1.3514,0.3807,0.3715,0
19826,ENSG00000204344.14,STK19,protein_coding,729,534,531,9.4441,2.6604,2.5962,0
19827,ENSG00000204345.1,CD300LD,protein_coding,8,9,14,0.3145,0.0886,0.0865,0
19828,ENSG00000204347.4,BTBD17,protein_coding,1,1,0,0.0297,0.0084,0.0082,0
19829,ENSG00000204348.10,DXO,protein_coding,663,534,469,13.6885,3.8561,3.763,0
19830,ENSG00000204351.12,SKIV2L,protein_coding,3798,1950,1852,35.2186,9.9211,9.6815,0
19831,ENSG00000204352.4,C9orf129,transcribed_unprocessed_pseudogene,1,48,44,0.0444,0.0125,0.0122,0
19832,ENSG00000204356.14,NELFE,protein_coding,3840,1868,1974,74.3101,20.9332,20.4277,0
19833,ENSG00000204361.10,NXPE2,protein_coding,23,12,11,0.6307,0.1777,0.1734,0
19834,ENSG00000204362.6,LINC02783,lncRNA,1,1,0,0.011,0.0031,0.003,0
19835,ENSG00000204363.5,SPANXN5,protein_coding,0,0,0,0.0,0.0,0.0,0
19836,ENSG00000204366.4,ZBTB12,protein_coding,300,183,186,7.8284,2.2053,2.152,0
19837,ENSG00000204368.6,AC245047.1,processed_pseudogene,0,0,0,0.0,0.0,0.0,0
19838,ENSG00000204370.13,SDHD,protein_coding,3518,1776,1744,64.5895,18.1949,17.7555,0
19839,ENSG00000204371.11,EHMT2,protein_coding,3172,2350,2243,22.2913,6.2795,6.1278,0
19840,ENSG00000204379.11,XAGE1A,protein_coding,0,0,0,0.0,0.0,0.0,0
19841,ENSG00000204380.4,PKP4-AS1,lncRNA,48,471,472,0.4186,0.1179,0.1151,0
19842,ENSG00000204381.12,LAYN,protein_coding,793,410,383,12.92,3.6396,3.5517,0
19843,ENSG00000204382.11,XAGE1B,protein_coding,0,0,0,0.0,0.0,0.0,0
19844,ENSG00000204385.13,SLC44A4,protein_coding,3944,1913,2031,59.9662,16.8925,16.4846,0
19845,ENSG00000204386.12,NEU1,protein_coding,6563,3318,3246,69.7326,19.6437,19.1694,0
19846,ENSG00000204387.14,SNHG32,lncRNA,606,315,291,17.2357,4.8553,4.7381,0
19847,ENSG00000204388.7,HSPA1B,protein_coding,3347,1654,1695,68.115,19.1881,18.7247,0
19848,ENSG00000204389.10,HSPA1A,protein_coding,4328,2142,2192,92.2196,25.9784,25.351,0
19849,ENSG00000204390.10,HSPA1L,protein_coding,178,85,100,3.3012,0.9299,0.9075,0
19850,ENSG00000204392.11,LSM2,protein_coding,1654,818,836,80.0037,22.5371,21.9929,0
19851,ENSG00000204393.7,NOL4L-DT,lncRNA,0,0,0,0.0,0.0,0.0,0
19852,ENSG00000204394.13,VARS1,protein_coding,5685,2745,2940,49.5249,13.9512,13.6143,0
19853,ENSG00000204396.11,VWA7,protein_coding,174,74,100,2.4273,0.6838,0.6673,0
19854,ENSG00000204397.8,CARD16,protein_coding,198,95,103,6.0085,1.6926,1.6517,0
19855,ENSG00000204398.5,AL359649.1,lncRNA,0,0,0,0.0,0.0,0.0,0
19856,ENSG00000204399.3,AC012306.1,processed_pseudogene,0,0,0,0.0,0.0,0.0,0
19857,ENSG00000204403.9,CASP12,polymorphic_pseudogene,32,15,17,0.9178,0.2585,0.2523,0
19858,ENSG00000204406.14,MBD5,protein_coding,1847,965,974,3.877,1.0922,1.0658,0
19859,ENSG00000204410.16,MSH5,protein_coding,54,27,30,0.4402,0.124,0.121,0
19860,ENSG00000204414.13,CSHL1,protein_coding,0,0,0,0.0,0.0,0.0,0
19861,ENSG00000204420.10,MPIG6B,protein_coding,33,21,14,0.5755,0.1621,0.1582,0
19862,ENSG00000204421.3,LY6G6C,protein_coding,30,14,17,1.5306,0.4312,0.4208,0
19863,ENSG00000204422.7,AL662899.1,protein_coding,0,0,0,0.0,0.0,0.0,0
19864,ENSG00000204424.10,LY6G6F,protein_coding,0,0,0,0.0,0.0,0.0,0
19865,ENSG00000204427.12,ABHD16A,protein_coding,88,40,48,1.1105,0.3128,0.3053,0
19866,ENSG00000204428.12,LY6G5C,protein_coding,169,78,91,3.3029,0.9304,0.908,0
19867,ENSG00000204429.4,AL451142.1,processed_pseudogene,18,7,11,1.1897,0.3351,0.327,0
19868,ENSG00000204434.6,POTEKP,unprocessed_pseudogene,752,356,396,10.793,3.0404,2.967,0
19869,ENSG00000204435.15,CSNK2B,protein_coding,572,289,290,7.7349,2.1789,2.1263,0
19870,ENSG00000204437.7,CTSLP6,unprocessed_pseudogene,0,0,0,0.0,0.0,0.0,0
19871,ENSG00000204438.11,GPANK1,protein_coding,1115,1071,1032,17.6116,4.9612,4.8414,0
19872,ENSG00000204439.4,C6orf47,protein_coding,1693,1252,1171,34.9543,9.8467,9.6089,0
19873,ENSG00000204442.4,FAM155A,protein_coding,132,64,68,0.7299,0.2056,0.2006,0
19874,ENSG00000204444.11,APOM,protein_coding,111,387,396,4.5965,1.2948,1.2636,0
19875,ENSG00000204446.4,LINC02872,lncRNA,11,1,10,0.174,0.049,0.0478,0
19876,ENSG00000204449.3,TRIM49C,protein_coding,0,0,0,0.0,0.0,0.0,0
19877,ENSG00000204450.8,TRIM64,protein_coding,0,0,0,0.0,0.0,0.0,0
19878,ENSG00000204455.7,TRIM51BP,unprocessed_pseudogene,0,0,0,0.0,0.0,0.0,0
19879,ENSG00000204456.4,AP003122.1,unprocessed_pseudogene,0,0,0,0.0,0.0,0.0,0
19880,ENSG00000204460.3,LINC01854,lncRNA,0,0,0,0.0,0.0,0.0,0
19881,ENSG00000204463.13,BAG6,protein_coding,14531,7714,7490,117.718,33.1613,32.3605,0
19882,ENSG00000204464.7,C1orf195,lncRNA,0,0,0,0.0,0.0,0.0,0
19883,ENSG00000204469.13,PRRC2A,protein_coding,23415,11887,11528,131.5133,37.0475,36.1528,0
19884,ENSG00000204471.3,TBC1D3P4,unprocessed_pseudogene,0,0,0,0.0,0.0,0.0,0
19885,ENSG00000204472.13,AIF1,protein_coding,699,370,329,28.8056,8.1146,7.9186,0
19886,ENSG00000204475.10,NCR3,protein_coding,10,4,7,0.4154,0.117,0.1142,0
19887,ENSG00000204478.10,PRAMEF20,protein_coding,1,1,0,0.0341,0.0096,0.0094,0
19888,ENSG00000204479.4,PRAMEF17,protein_coding,0,0,0,0.0,0.0,0.0,0
19889,ENSG00000204480.8,PRAMEF19,protein_coding,0,0,0,0.0,0.0,0.0,0
19890,ENSG00000204481.8,PRAMEF14,protein_coding,0,0,0,0.0,0.0,0.0,0
19891,ENSG00000204482.11,LST1,protein_coding,238,128,111,5.3447,1.5056,1.4692,0
19892,ENSG00000204498.11,NFKBIL1,protein_coding,955,559,603,27.9216,7.8655,7.6756,0
19893,ENSG00000204501.7,PRAMEF15,protein_coding,0,0,0,0.0,0.0,0.0,0
19894,ENSG00000204505.4,PRAMEF9,protein_coding,0,0,0,0.0,0.0,0.0,0
19895,ENSG00000204510.5,PRAMEF7,protein_coding,0,0,0,0.0,0.0,0.0,0
19896,ENSG00000204511.3,MCCD1,protein_coding,21,12,13,1.5151,0.4268,0.4165,0
19897,ENSG00000204514.10,ZNF814,protein_coding,1315,1659,1735,5.0189,1.4138,1.3797,0
19898,ENSG00000204516.10,MICB,protein_coding,301,167,143,5.5105,1.5523,1.5148,0
19899,ENSG00000204518.2,AADACL4,protein_coding,0,0,0,0.0,0.0,0.0,0
19900,ENSG00000204519.11,ZNF551,protein_coding,779,413,366,8.4846,2.3901,2.3324,0
19901,ENSG00000204520.14,MICA,protein_coding,1277,658,642,16.9859,4.7849,4.6694,0
19902,ENSG00000204524.7,ZNF805,protein_coding,891,469,422,4.4882,1.2643,1.2338,0
19903,ENSG00000204525.17,HLA-C,protein_coding,43279,21721,21590,884.2872,249.1047,243.089,0
19904,ENSG00000204528.3,PSORS1C3,lncRNA,6,5,1,0.5183,0.146,0.1425,0
19905,ENSG00000204529.4,GUCY2EP,transcribed_unprocessed_pseudogene,52,27,25,1.0209,0.2876,0.2807,0
19906,ENSG00000204531.20,POU5F1,protein_coding,22,15,14,0.3906,0.11,0.1074,0
19907,ENSG00000204532.7,ZSCAN5C,protein_coding,0,0,0,0.0,0.0,0.0,0
19908,ENSG00000204536.14,CCHCR1,protein_coding,1405,710,696,13.8883,3.9124,3.8179,0
19909,ENSG00000204538.4,PSORS1C2,protein_coding,1,0,1,0.059,0.0166,0.0162,0
19910,ENSG00000204539.4,CDSN,protein_coding,1,215,201,0.02,0.0056,0.0055,0
19911,ENSG00000204540.11,PSORS1C1,protein_coding,69,240,244,0.6114,0.1722,0.1681,0
19912,ENSG00000204542.3,C6orf15,protein_coding,155,80,75,6.8682,1.9348,1.8881,0
19913,ENSG00000204544.5,MUC21,protein_coding,1,1,1,0.0135,0.0038,0.0037,0
19914,ENSG00000204547.7,DEFB122,transcribed_unprocessed_pseudogene,1,1,0,0.0936,0.0264,0.0257,0
19915,ENSG00000204548.4,DEFB121,protein_coding,0,0,0,0.0,0.0,0.0,0
19916,ENSG00000204555.3,CFTRP3,processed_pseudogene,0,0,0,0.0,0.0,0.0,0
19917,ENSG00000204556.4,AL450124.1,unprocessed_pseudogene,3,3,0,0.4353,0.1226,0.1197,0
19918,ENSG00000204560.10,DHX16,protein_coding,3149,1561,1641,40.559,11.4255,11.1496,0
19919,ENSG00000204564.12,C6orf136,protein_coding,771,439,385,18.6466,5.2528,5.1259,0
19920,ENSG00000204568.12,MRPS18B,protein_coding,4556,2304,2252,132.8258,37.4172,36.5136,0
19921,ENSG00000204569.10,PPP1R10,protein_coding,7968,3974,3996,78.4602,22.1023,21.5686,0
19922,ENSG00000204571.6,KRTAP5-11,protein_coding,1,0,1,0.0337,0.0095,0.0093,0
19923,ENSG00000204572.10,KRTAP5-10,protein_coding,5,0,5,0.2183,0.0615,0.06,0
19924,ENSG00000204574.14,ABCF1,protein_coding,6152,2974,3178,70.0907,19.7446,19.2678,0
19925,ENSG00000204576.12,PRR3,protein_coding,799,387,418,10.5294,2.9661,2.8945,0
19926,ENSG00000204577.11,LILRB3,protein_coding,123,64,59,1.6864,0.4751,0.4636,0
19927,ENSG00000204580.13,DDR1,protein_coding,29609,14876,14737,166.2663,46.8374,45.7063,0
19928,ENSG00000204581.3,ACOXL-AS1,lncRNA,40,21,19,0.3509,0.0989,0.0965,0
19929,ENSG00000204583.10,LRCOL1,protein_coding,17,6,11,0.4692,0.1322,0.129,0
19930,ENSG00000204584.1,AC027801.1,lncRNA,21,14,9,0.5122,0.1443,0.1408,0
19931,ENSG00000204588.5,LINC01123,lncRNA,64,39,38,0.9949,0.2803,0.2735,0
19932,ENSG00000204590.12,GNL1,protein_coding,4448,2175,2280,26.3524,7.4235,7.2442,0
19933,ENSG00000204592.9,HLA-E,protein_coding,24871,12471,12423,435.997,122.8208,119.8548,0
19934,ENSG00000204595.1,DPRX,protein_coding,2,2,0,0.1581,0.0445,0.0435,0
19935,ENSG00000204599.14,TRIM39,protein_coding,1067,596,579,12.9332,3.6433,3.5553,0
19936,ENSG00000204603.7,LINC01257,lncRNA,4,2,2,0.0483,0.0136,0.0133,0
19937,ENSG00000204604.12,ZNF468,protein_coding,1974,988,986,19.1543,5.3958,5.2655,0
19938,ENSG00000204610.13,TRIM15,protein_coding,1,0,1,0.0204,0.0057,0.0056,0
19939,ENSG00000204611.7,ZNF616,protein_coding,1042,516,526,10.8773,3.0642,2.9902,0
19940,ENSG00000204612.1,FOXB2,protein_coding,0,0,0,0.0,0.0,0.0,0
19941,ENSG00000204613.11,TRIM10,protein_coding,0,0,0,0.0,0.0,0.0,0
19942,ENSG00000204614.9,TRIM40,protein_coding,0,0,0,0.0,0.0,0.0,0
19943,ENSG00000204616.11,TRIM31,protein_coding,54,34,35,0.786,0.2214,0.2161,0
19944,ENSG00000204618.8,RNF39,protein_coding,1448,964,928,33.6228,9.4716,9.2428,0
19945,ENSG00000204619.8,PPP1R11,protein_coding,4715,2560,2598,99.4726,28.0215,27.3448,0
19946,ENSG00000204620.3,AC115618.1,lncRNA,14,1244,1163,1.3062,0.368,0.3591,0
19947,ENSG00000204622.11,HLA-J,transcribed_unprocessed_pseudogene,26,114,101,0.6844,0.1928,0.1881,0
19948,ENSG00000204623.9,ZNRD1ASP,transcribed_unitary_pseudogene,355,668,692,1.0369,0.2921,0.285,0
19949,ENSG00000204624.8,DISP3,protein_coding,48,31,21,0.4018,0.1132,0.1104,0
19950,ENSG00000204625.10,HCG9,lncRNA,2,0,2,0.1464,0.0412,0.0402,0
19951,ENSG00000204628.12,RACK1,protein_coding,65493,32619,32932,584.4582,164.6425,160.6665,0
19952,ENSG00000204632.11,HLA-G,protein_coding,85,53,48,2.4697,0.6957,0.6789,0
19953,ENSG00000204634.13,TBC1D8,protein_coding,5112,2545,2609,40.8065,11.4952,11.2176,0
19954,ENSG00000204637.4,ARPP19P2,processed_pseudogene,1,1,0,0.1525,0.0429,0.0419,0
19955,ENSG00000204640.1,NMS,protein_coding,0,0,0,0.0,0.0,0.0,0
19956,ENSG00000204642.14,HLA-F,protein_coding,1122,888,830,13.3193,3.7521,3.6615,0
19957,ENSG00000204644.10,ZFP57,protein_coding,58,27,31,1.4249,0.4014,0.3917,0
19958,ENSG00000204648.11,SSX9P,transcribed_unprocessed_pseudogene,0,0,0,0.0,0.0,0.0,0
19959,ENSG00000204650.14,LINC02210,transcribed_unitary_pseudogene,1038,508,530,3.4132,0.9615,0.9383,0
19960,ENSG00000204652.6,RPS26P8,processed_pseudogene,10,5,5,1.4719,0.4146,0.4046,0
19961,ENSG00000204653.10,ASPDH,protein_coding,33,15,18,1.0056,0.2833,0.2764,0
